,id,name,producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,varieties7,varieties8,varieties9,varieties10,varieties11,varieties12,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
111,137350,"Blue Nun, Gold Edition 22k",Langguth  Blue nun,Germany,Rheinhessen,,,,Trebbiano,Riesling,,,,,,,,,,,Sparkling,"Appetizer, Dessert",10~11,6~8,SWEET4,ACIDITY2,BODY3,TANNIN1,25000,0,750
112,137351,"Blue Nun, Merlot",Langguth  Blue nun,France,Southern France,Languedoc Roussillon,,,Merlot,,,,,,,,,,,,Red,Table,13,16~18,SWEET2,ACIDITY3,BODY2,TANNIN2,17000,2011,750
113,137352,"Blue Nun, White",Langguth  Blue nun,Germany,Rheinhessen,,,,Rivaner,,,,,,,,,,,,White,"Appetizer, Table",10,8~10,SWEET3,ACIDITY4,BODY3,TANNIN1,18000,2017,750
114,137353,"Blue Nun, Riesling Winemaker's Passion",Langguth  Blue nun,Germany,MoselSaarRuwer,,,,Riesling,,,,,,,,,,,,White,Table,10~11,10~12,SWEET3,ACIDITY5,BODY3,TANNIN1,35000,2016,750
115,137354,Liebfraumilch,Langguth  Blue nun,Germany,Rheinhessen,,,,Silvaner,Muller Thurgau,,,,,,,,,,,White,Dessert,9.5,9~11,SWEET5,ACIDITY2,BODY2,TANNIN1,0,0,750
116,137355,"Blue Nun, Pink Icewein",Langguth  Blue nun,Spain,Valencia,,,,Tempranillo,Grenache,,,,,,,,,,,Rose,Dessert,7~8,6~8,SWEET4,ACIDITY2,BODY4,TANNIN1,60000,2011,375
117,137356,"Lawson's Dry Hills, Pinot Noir",Lawsons Dry Hills,New Zealand,South Island,Marlborough,,,Pinot Noir,,,,,,,,,,,,Red,Table,13.5,15~17,SWEET1,ACIDITY5,BODY3,TANNIN3,0,2008,750
118,137357,"Lawson's Dry Hills, Sauvignon Blanc",Lawsons Dry Hills,New Zealand,South Island,Marlborough,,,Sauvignon blanc,,,,,,,,,,,,White,Table,13,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,0,2011,750
119,137358,"Lawson's Dry Hills, Mount Vernon Sauvignon Blanc",Lawsons Dry Hills,New Zealand,South Island,Marlborough,,,Sauvignon blanc,,,,,,,,,,,,White,Table,13,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,0,2006,750
120,137361,Lindemans Coonawarra Pyrus,Lindemans,Australia,South Australia,Coonawarra,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,14,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2011,750
121,137362,Lindemans Bin 45 Cabernet Sauvignon,Lindemans,Australia,South Australia,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,17~19,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2012,750
122,137363,Lindemans Bin 50 Shiraz,Lindemans,Australia,South Australia,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2014,750
123,137364,Lindemans Bin 65 Chardonnay,Lindemans,Australia,South Australia,,,,Chardonnay,,,,,,,,,,,,White,Table,13.5,9~11,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2015,750
124,137365,Lindemans Cawarra Semillon Chardonnay,Lindemans,Australia,South Australia,,,,Semillon,Chardonnay,,,,,,,,,,,White,Table,13.5,9~11,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2006,750
125,137366,Lindemans Cawarra Shiraz Cabernet,Lindemans,Australia,South Australia,,,,Syrah & Shiraz,Cabernet Sauvignon,,,,,,,,,,,Red,Table,13,17~19,SWEET1,ACIDITY3,BODY3,TANNIN4,17000,2014,750
126,137367,Lindemans Reserve Cabernet Merlot,Lindemans,Australia,South Australia,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,13,17~19,SWEET1,ACIDITY3,BODY2,TANNIN3,0,2014,750
127,137368,Lindemans Reserve Cabernet Sauvignon,Lindemans,Australia,South Australia,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2013,750
128,137369,Lindemans Reserve Chardonnay,Lindemans,Australia,South Australia,Padthaway,,,Chardonnay,,,,,,,,,,,,White,Table,13.5,9~11,SWEET1,ACIDITY4,BODY3,TANNIN1,0,2013,750
129,137370,Lindemans Reserve Shiraz,Lindemans,Australia,South Australia,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2010,750
130,137371,"Lindemans, Reserve Sparkling",Lindemans,Australia,South Australia,,,,Pinot Noir,Chardonnay,Pinot Meunier,,,,,,,,,,Sparkling,Appetizer,12,6~8,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2006,750
131,137372,Lindemans Premier Selection Chardonnay,Lindemans,Australia,South Australia,,,,Chardonnay,,,,,,,,,,,,White,Table,13,9~11,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2011,750
132,137373,Lindemans Premier Selection Shiraz Cabernet,Lindemans,Australia,South Australia,,,,Syrah & Shiraz,Cabernet Sauvignon,,,,,,,,,,,Red,Table,13.5,17~19,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2012,750
133,137374,"Marques de Caceres, Blanco",Marques de Caceres,Spain,Rioja,,,,Viura,,,,,,,,,,,,White,Table,12.5,7~9,SWEET1,ACIDITY3,BODY3,TANNIN1,18000,2011,750
134,137375,Marques de Caceres Gaudium,Marques de Caceres,Spain,Rioja,,,,Tempranillo,Graciano,Garnacha,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2012,750
135,137376,Marques de Caceres Crianza,Marques de Caceres,Spain,Rioja,,,,Tempranillo,Graciano,Garnacha,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2012,750
136,137377,Marques de Caceres Gran Reserva,Marques de Caceres,Spain,Rioja,,,,Tempranillo,Graciano,Garnacha,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2009,750
137,137379,Marques de Caceres Reserva,Marques de Caceres,Spain,Rioja,,,,Tempranillo,Graciano,Garnacha,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2011,750
138,137380,Marques de Caceres MC,Marques de Caceres,Spain,Rioja,,,,Tempranillo,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2013,750
139,137381,Marques de Caceres Satinela,Marques de Caceres,Spain,Rioja,,,,Viura,Malvasia,,,,,,,,,,,White,"Appetizer, Dessert",12,9~11,SWEET3,ACIDITY2,BODY3,TANNIN1,0,2011,750
140,137382,"Matua, Marlborough Pinot Noir",Matua,New Zealand,South Island,Marlborough,,,Pinot Noir,,,,,,,,,,,,Red,Table,12~13,15~17,SWEET1,ACIDITY3,BODY3,TANNIN2,50000,2017,750
141,137383,"Matua, Marlborough Sauvignon Blanc",Matua,New Zealand,South Island,Marlborough,,,Sauvignon blanc,,,,,,,,,,,,White,"Appetizer, Table",12~13,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,50000,2017,750
142,137384,JJ McWilliam's Cabernet Merlot,McWilliams Wines,Australia,South Australia,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,22000,2007,750
143,137385,JJ McWilliam's Shiraz Cabernet,McWilliams Wines,Australia,South Australia,,,,Syrah & Shiraz,Cabernet Sauvignon,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY2,TANNIN3,22000,2007,750
144,137386,McWilliam's Hanwood Cabernet Sauvignon,McWilliams Wines,Australia,South Australia,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2008,750
145,137387,McWilliam's Hanwood Chardonnay,McWilliams Wines,Australia,South Australia,,,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2006,750
146,137388,McWilliam's Hanwood Shiraz,McWilliams Wines,Australia,South Australia,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,30000,2008,750
147,137389,"Pol Roger, Brut Reserve",Pol Roger,France,Champagne,,,,Chardonnay,Pinot Noir,Pinot Meunier,,,,,,,,,,Sparkling,Appetizer,12~13,6~8,SWEET1,ACIDITY5,BODY3,TANNIN1,150000,0,750
148,137390,"Pol Roger, Cuvee Sir Winston Churchill",Pol Roger,France,Champagne,,,,Pinot Noir,Chardonnay,,,,,,,,,,,Sparkling,Appetizer,12~13,6~8,SWEET1,ACIDITY4,BODY4,TANNIN1,500000,2012,750
149,137391,"Pol Roger, Brut Vintage",Pol Roger,France,Champagne,,,,Pinot Noir,Chardonnay,,,,,,,,,,,Sparkling,Appetizer,12~13,6~8,SWEET1,ACIDITY5,BODY4,TANNIN1,240000,2013,750
150,137392,"Pol Roger, Rose Vintage",Pol Roger,France,Champagne,,,,Pinot Noir,Chardonnay,,,,,,,,,,,Sparkling,Appetizer,12~13,7~9,SWEET1,ACIDITY5,BODY4,TANNIN1,250000,2012,750
151,137393,"Calvet, Noble Bordeaux Red",Calvet,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,12,16~18,SWEET2,ACIDITY4,BODY3,TANNIN3,0,2013,750
152,137394,"Calvet, Noble Bordeaux white",Calvet,France,Bordeaux,,,,Chardonnay,Semillon,,,,,,,,,,,White,Table,12,9~11,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2005,750
153,137395,Vieux Chateau du Terme,Vieux Chateau du Terme,France,Bordeaux,HautMedoc,,,Cabernet Sauvignon,Merlot,Petit Verdot,Malbec,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,40000,2003,750
154,137396,"Rocca Cerrina, Moscato d'Asti",Rocca Cerrina,Italy,Piemonte,Asti,,,Moscato,,,,,,,,,,,,White,"Table, Dessert",6~7,8~10,SWEET4,ACIDITY2,BODY2,TANNIN1,30000,2017,750
155,137397,"Ruffino, Aziano Chianti Classico",Ruffino,Italy,Toscana,Chianti,,,Sangiovese,Cabernet Sauvignon,Merlot,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,52000,2018,750
156,137398,"Ruffino, Chianti",Ruffino,Italy,Toscana,Chianti,,,Sangiovese,Etc,,,,,,,,,,,Red,Table,12.5,15~18,SWEET1,ACIDITY3,BODY3,TANNIN3,30000,2019,750
157,137399,"Ruffino, Il Leo Chianti Superiore",Ruffino,Italy,Toscana,Chianti,,,Sangiovese,Cabernet Sauvignon,Merlot,,,,,,,,,,Red,Table,13~14,15~18,SWEET1,ACIDITY3,BODY3,TANNIN3,42000,2017,750
158,137400,"Ruffino, Riserva Ducale Chianti Classico Riserva",Ruffino,Italy,Toscana,Chianti,,,Sangiovese,Merlot,Cabernet Sauvignon,,,,,,,,,,Red,Table,13~14,15~18,SWEET1,ACIDITY3,BODY4,TANNIN3,71000,2017,750
159,137401,"Ruffino, Riserva Ducale Oro Chiant Classico Grand Selezione",Ruffino,Italy,Toscana,Chianti,,,Sangiovese,Merlot,Cabernet Sauvignon,,,,,,,,,,Red,Table,14.5,15~18,SWEET1,ACIDITY3,BODY5,TANNIN4,110000,2015,750
160,137402,"Ruffino, Santedame Chianti Classico",Ruffino,Italy,Toscana,Chianti,,,Sangiovese,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2005,750
161,137403,"Ruffino, Greppone Mazzi Brunello di Montalcino",Ruffino,Italy,Toscana,Montalcino,,,Sangiovese Grosso,,,,,,,,,,,,Red,Table,14.5,15~18,SWEET1,ACIDITY3,BODY5,TANNIN4,200000,2015,750
162,137404,"Ruffino, Lodola Nuova, Vino Nobile di Montepulciano",Ruffino,Italy,Toscana,Montepulciano,,,Sangiovese,Merlot,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2007,750
163,137405,"Ruffino, Murotondo Orvieto Classico",Ruffino,Italy,Umbria,Orvieto,,,Procanico,Grechetto Bianco,Verdelho,Canaiolo Bianco,,,,,,,,,White,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2005,750
164,137406,"Ruffino, Fonte Al Sole",Ruffino,Italy,Toscana,,,,Sangiovese,Merlot,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN2,25000,2011,750
165,137407,"Ruffino, Il Ducale Toscana",Ruffino,Italy,Toscana,,,,Sangiovese,Merlot,Etc,,,,,,,,,,Red,Table,13~14,15~18,SWEET1,ACIDITY3,BODY4,TANNIN3,55000,2018,750
166,137408,"Ruffino, Modus",Ruffino,Italy,Toscana,,,,Sangiovese,Cabernet Sauvignon,Merlot,,,,,,,,,,Red,Table,14.5,15~18,SWEET1,ACIDITY3,BODY5,TANNIN4,130000,2017,750
167,137409,"Ruffino, Romitorio di Santidame",Ruffino,Italy,Toscana,,,,Colorino,Merlot,,,,,,,,,,,Red,Table,13.5,16~19,SWEET1,ACIDITY4,BODY4,TANNIN4,230000,2006,750
168,137410,"35 South, Reserva Cabernet Sauvignon",San Pedro,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,27000,2017,750
169,137411,35 South Reserva Merlot,San Pedro,Chile,Central Valley,,,,Merlot,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,27000,2016,750
170,137412,Amigo Cabernet Sauvignon,San Pedro,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,12~13,16~18,SWEET2,ACIDITY4,BODY3,TANNIN3,14000,2017,750
171,137413,Amigo Merlot,San Pedro,Chile,Central Valley,,,,Merlot,,,,,,,,,,,,Red,Table,12~13,16~18,SWEET2,ACIDITY3,BODY3,TANNIN2,14000,2017,750
172,137414,"San Pedro, Cabo de Hornos Special Reserve",San Pedro,Chile,Rapel Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2015,750
173,137415,"San Pedro, Molina Reserva Cabernet Sauvignon",San Pedro,Chile,Rapel Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
174,137416,"San Pedro, Molina Reserva Carmenere",San Pedro,Chile,Maule Valley,,,,Carmenere,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,40000,2017,750
175,137417,"San Pedro, Castillo de Molina Reserva Chardonnay",San Pedro,Chile,Curico Valley,Lontue Valley,,,Chardonnay,,,,,,,,,,,,White,Table,14,9~11,SWEET1,ACIDITY2,BODY3,TANNIN1,40000,2011,750
176,137418,"San Pedro, Gato Negro Cabernet Sauvignon",San Pedro,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13~14,15~17,SWEET1,ACIDITY3,BODY2,TANNIN3,25000,2017,750
177,137419,"San Pedro, Gato Negro Carmenere",San Pedro,Chile,Central Valley,,,,Carmenere,,,,,,,,,,,,Red,Table,13~14,17~19,SWEET2,ACIDITY4,BODY3,TANNIN3,25000,2018,750
178,137420,"San Pedro, Gato Negro Chardonnay",San Pedro,Chile,Central Valley,,,,Chardonnay,,,,,,,,,,,,White,Table,12~13,8~10,SWEET2,ACIDITY3,BODY2,TANNIN1,25000,2018,750
179,137421,"San Pedro, Gato Negro Sauvignon Blanc",San Pedro,Chile,Central Valley,,,,Sauvignon blanc,,,,,,,,,,,,White,Table,11~12,10~12,SWEET2,ACIDITY4,BODY2,TANNIN1,12000,2017,375
180,137422,"San Pedro, Grosso Cabernet Sauvignon",San Pedro,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2005,750
181,137423,"San Pedro, Reserva Late Harvest",San Pedro,Chile,Curico Valley,Lontue Valley,,,Riesling,,,,,,,,,,,,White,Dessert,12,6~8,SWEET5,ACIDITY1,BODY4,TANNIN1,22000,2012,375
182,137425,"35 South, Reserva Carmenere",San Pedro,Chile,Central Valley,,,,Carmenere,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,27000,2017,750
183,137426,1865 Selected Vineyard Cabernet Sauvignon,San Pedro,Chile,Maipo Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14~15,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2017,750
184,137429,"Santa Margherita, Sangiovese",Santa Margherita,Italy,Toscana,,,,Sangiovese,Etc,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2004,750
185,137430,"Santa Margherita, Pinot Grigio",Santa Margherita,Italy,TrentinoAlto Adige,,,,Pinot Grigio,,,,,,,,,,,,White,"Appetizer, Table",,,SWEET1,ACIDITY3,BODY3,TANNIN1,35000,2019,750
186,137431,"Santa Margherita, Prosecco Extra Dry",Santa Margherita,Italy,Veneto,,,,Prosecco,,,,,,,,,,,,Sparkling,Appetizer,,,SWEET1,ACIDITY4,BODY2,TANNIN1,0,0,750
187,137432,Santa Margherita Merlot,Santa Margherita,Italy,Veneto,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,29000,2016,750
188,137433,"Santa Margherita, Chardonnay",Santa Margherita,Italy,Sicilia,,,,Chardonnay,,,,,,,,,,,,White,Table,12,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2005,750
189,137434,"Santa Margherita, Shiraz",Santa Margherita,Italy,Sicilia,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,14,17~19,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2004,750
190,137435,"Trapiche, Astica Cabernet Sauvignon",Trapiche,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,20000,2018,750
191,137436,"Trapiche, Astica Merlot Malbec",Trapiche,Argentina,Mendoza,,,,Merlot,Malbec,,,,,,,,,,,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,20000,2018,750
192,137437,"Trapiche, Broquel Cabernet Sauvignon",Trapiche,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,50000,2016,750
193,137438,"Trapiche, Broquel Malbec",Trapiche,Argentina,Mendoza,,,,Malbec,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,50000,2016,750
194,137439,"Trapiche, Iscay Malbec Cabernet Franc",Trapiche,Argentina,Mendoza,,,,Malbec,Cabernet Franc,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,140000,2013,750
195,137440,"Trapiche, Medalla Cabernet Sauvignon",Trapiche,Argentina,Mendoza,Uco Valley,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14~15,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,70000,2015,750
196,137441,"Trapiche, Oak Cask Cabernet Sauvignon",Trapiche,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,35000,2018,750
197,137442,"Trapiche, Oak Cask Chardonnay",Trapiche,Argentina,Mendoza,,,,Chardonnay,,,,,,,,,,,,White,Table,13~14,9~11,SWEET1,ACIDITY3,BODY3,TANNIN1,35000,2018,750
198,137443,"Trapiche, Oak Cask Malbec",Trapiche,Argentina,Mendoza,,,,Malbec,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,35000,2018,750
199,137444,"Trapiche, Single Vineyard Malbec",Trapiche,Argentina,Mendoza,,,,Malbec,,,,,,,,,,,,Red,Table,14.5,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,100000,2014,750
200,137445,"Trapiche, Cabernet Sauvignon",Trapiche,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2018,750
201,137446,"Trapiche, Malbec",Trapiche,Argentina,Mendoza,,,,Malbec,,,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,26000,2018,750
202,137447,"Trapiche, Merlot",Trapiche,Argentina,Mendoza,,,,Merlot,,,,,,,,,,,,Red,Table,13.5,16~19,SWEET2,ACIDITY3,BODY3,TANNIN3,0,2005,750
203,137448,"Yellow Glen, Pink",Yellow Glen,Australia,South Australia,,,,Pinot Noir,Chardonnay,,,,,,,,,,,Sparkling,Appetizer,11,6~8,SWEET2,ACIDITY2,BODY2,TANNIN1,0,0,750
204,137449,"Yellow Glen, Vintage Pinot Noir-Chardonnay",Yellow Glen,Australia,South Australia,,,,Pinot Noir,Chardonnay,,,,,,,,,,,Sparkling,Appetizer,12,11~13,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2007,750
205,137450,Brio du Cantenac Brown,Chateau CantenacBrown Grand Cru Classe3rd Cru,France,Bordeaux,Margaux,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,120000,2004,750
206,137451,Baron de Brane,Chateau Brane Cantenac  Grand Cru Classe2nd Cru,France,Bordeaux,Margaux,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,80000,2016,750
207,137452,Les Remparts de Ferriere,Chateau Ferriere Grand Cru Classe3rd Cru,France,Bordeaux,Margaux,,,Cabernet Sauvignon,Merlot,Petit Verdot,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,45000,2016,750
208,137454,Les Haut de Brillette,Chateau Brillette,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,Petit Verdot,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,60000,2005,750
209,137455,Fluer de Bouard,La Fleur de Bouard,France,Bordeaux,Lalande de Pomerol,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2002,750
210,137457,"Almaden, Burgundy",Almaden Vineyards,USA,California,,,,Blend,,,,,,,,,,,,Red,Table,12,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,0,0,1500
211,137459,"Almaden, Red Sangria",Almaden Vineyards,USA,California,,,,Blend,,,,,,,,,,,,Etc,"Appetizer, Dessert",9.5,6~8,SWEET3,ACIDITY2,BODY2,TANNIN1,14000,0,1500
212,137460,"Almaden, Rhine",Almaden Vineyards,USA,California,,,,Blend,,,,,,,,,,,,White,Table,11.5,8~10,SWEET3,ACIDITY2,BODY3,TANNIN1,0,0,1500
213,137462,"Almaden, White Zinfandel",Almaden Vineyards,USA,California,,,,Zinfandel,,,,,,,,,,,,Rose,"Appetizer, Table",10,11~13,SWEET2,ACIDITY2,BODY2,TANNIN1,0,0,1500
214,137466,Margaux Tradition,Andre Lurton,France,Bordeaux,Margaux,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2015,750
215,137468,Baron philippe de Serres,Andre Quancard Andre,France,Bordeaux,,,,,,,,,,,,,,,,,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
216,137469,Chateau de Montagne,Andre Quancard Andre,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,12,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,18000,2008,750
217,137470,Laroussie Beaucastel Bordeaux Superieure,Andre Quancard Andre,France,Bordeaux,Bordeaux Superieur,,,Cabernet Franc,Cabernet Sauvignon,Merlot,,,,,,,,,,Red,Table,12,10~12,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
218,137471,Chateau Bellegrave,Chateau Bellegrave,France,Bordeaux,Medoc,,,Merlot,Cabernet Sauvignon,Petit Verdot,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,39000,2005,750
219,137472,Chateau Laubespin Medoc,Andre Quancard Andre,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2013,750
220,137473,Laroque cantegrelle Medoc,Andre Quancard Andre,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2016,750
221,137474,"Andre Quancard Andre, Saint-Emilion",Andre Quancard Andre,France,Bordeaux,SaintEmilion,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2012,750
222,137475,"AQA, Montagne Bordeaux",Andre Quancard Andre,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2014,750
223,137476,Chateau de Mole,Andre Quancard Andre,France,Bordeaux,PuisseguinSaintEmilion,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
224,137477,"Antech Limoux, Doux et Fruite",Blanquette de Limoux Antech,France,,,,,Mauzac,,,,,,,,,,,,Red,Table,6~7,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,25000,0,750
225,137478,"Antech Limoux, Frisson",Blanquette de Limoux Antech,France,,,,,Mauzac,,,,,,,,,,,,Red,Table,6~7,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
226,137480,"Antonin Rodet, Chablis",Antonin Rodet,France,Bourgogne,Chablis,,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",13,8~10,SWEET1,ACIDITY5,BODY2,TANNIN1,0,2015,750
227,137481,"Antonin Rodet, Chablis Premier Cru",Antonin Rodet,France,Bourgogne,Chablis,,,Chardonnay,,,,,,,,,,,,White,Table,13,8~10,SWEET1,ACIDITY5,BODY3,TANNIN1,0,2015,750
228,137482,"Chateau de Mercey, Mercurey 1er Cru En Saznay",Chateau de Mercey,France,Bourgogne,Cote Chalonnaise,Mercurey,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2016,750
229,137483,Chateau de Rully,Chateau de Rully,France,Bourgogne,Cote Chalonnaise,Rully,,Pinot Noir,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2013,750
230,137484,"Antonin Rodet, Aloxe Corton",Antonin Rodet,France,Bourgogne,Cote de Beaune,AloxeCorton,,Pinot Noir,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2014,750
