chlorides,density,sulphates
0.052,0.99627,0.52
0.057,0.99807,0.41
0.057,0.99807,0.41
0.057,0.99807,0.41
0.057,0.99807,0.41
0.057,0.99807,0.41
0.057,0.99807,0.41
0.057,0.99807,0.41
0.044,0.99232,0.64
0.057,0.99807,0.41
0.054,0.99788,0.62
0.052,0.99108,0.69
0.024,0.99234,0.58
0.176,0.99288,0.43
0.034,0.99195,0.54
0.176,0.99288,0.43
0.034,0.99121,0.56
0.042,0.99839,0.47
0.108,0.99738,0.57
0.015,0.98963,0.59
0.039,0.98946,0.38
0.054,0.99178,0.47
0.064,0.99136,0.42
0.049,0.99323,0.45
0.039,0.98946,0.38
0.046,0.99313,0.51
0.04,0.9912,0.52
0.05,0.99504,0.48
0.062,0.99461,0.44
0.054,0.99178,0.47
0.039,0.99008,0.65
0.039,0.98959,0.37
0.048,0.99663,0.4
0.041,0.99334,0.34
0.063,0.99561,0.41
0.035,0.98959,0.42
0.048,0.99663,0.4
0.041,0.99418,0.3
0.041,0.99334,0.34
0.096,0.9937,0.44
0.053,0.99372,0.56
0.038,0.99157,0.37
0.043,0.98918,0.44
0.051,0.9932,0.5
0.041,0.99235,0.54
0.042,0.99373,0.53
0.035,0.9914,0.76
0.041,0.99494,0.51
0.042,0.99373,0.53
0.05,0.99332,0.5
0.058,0.99198,0.49
0.041,0.99142,0.53
0.035,0.9914,0.76
0.05,0.99542,0.48
0.05,0.99542,0.48
0.043,0.9924,0.52
0.039,0.99112,0.75
0.036,0.99534,0.36
0.04,0.99338,0.31
0.057,0.99804,0.51
0.048,0.99899,0.77
0.057,0.99804,0.51
0.047,0.99724,0.35
0.046,0.99526,0.35
0.051,0.99676,0.67
0.053,0.99699,0.6
0.053,0.99699,0.6
0.053,0.99699,0.6
0.051,0.99676,0.67
0.053,0.99699,0.6
0.041,0.99461,0.96
0.043,0.99116,0.41
0.066,0.99362,0.42
0.044,0.99512,0.36
0.044,0.99512,0.36
0.037,0.9895,0.36
0.046,0.99043,0.47
0.044,0.99512,0.36
0.037,0.9895,0.36
0.069,0.99391,0.46
0.039,0.98963,0.58
0.041,0.99335,0.52
0.039,0.98963,0.58
0.041,0.99335,0.52
0.061,0.99824,0.5
0.069,0.99391,0.46
0.04,0.9917,0.48
0.047,0.99906,0.46
0.047,0.99906,0.46
0.047,0.99906,0.46
0.047,0.99906,0.46
0.04,0.9917,0.48
0.04,0.9917,0.48
0.047,0.99906,0.46
0.045,0.99415,0.49
0.047,0.99418,0.49
0.044,0.99611,0.58
0.038,0.99124,0.42
0.042,0.99179,0.47
0.051,0.99886,0.39
0.043,0.98924,0.47
0.03,0.99045,0.38
0.06,0.9969,0.44
0.045,0.99196,0.53
0.051,0.99339,0.56
0.051,0.99224,0.58
0.051,0.99339,0.56
0.046,0.99184,0.39
0.048,0.99428,0.49
0.051,0.99834,0.54
0.033,0.98918,0.37
0.051,0.99834,0.54
0.048,0.99428,0.49
0.031,0.99241,0.4
0.031,0.99241,0.4
0.024,0.98816,0.34
0.035,0.98916,0.37
0.045,0.99329,0.54
0.039,0.99535,0.43
0.04,0.99552,0.65
0.049,0.99514,0.48
0.048,0.99304,0.45
0.035,0.98916,0.37
0.051,0.9984,0.43
0.051,0.99911,0.5
0.051,0.99911,0.5
0.051,0.99911,0.5
0.045,0.98952,0.48
0.041,0.99403,0.5
0.051,0.9984,0.43
0.044,0.99312,0.56
0.038,0.98968,0.47
0.031,0.98946,0.35
0.053,0.9981,0.49
0.053,0.9981,0.49
0.051,0.99306,0.52
0.054,0.99378,0.48
0.051,0.99036,0.57
0.042,0.99094,0.63
0.042,0.9908,0.49
0.039,0.9899,0.47
0.039,0.99173,0.65
0.271,0.99356,0.63
0.049,0.99571,0.45
0.036,0.98945,0.58
0.034,0.98865,0.52
0.05,0.99514,0.5
0.05,0.99514,0.5
0.053,0.9943,0.46
0.12,0.99636,0.35
0.05,0.99514,0.5
0.037,0.98987,0.37
0.058,0.99288,0.58
0.053,0.9943,0.46
0.033,0.99064,0.65
0.05,0.99394,0.4
0.045,0.99175,0.52
0.03,0.98926,0.4
0.03,0.98926,0.4
0.033,0.99057,0.44
0.038,0.98898,0.7
0.032,0.9932,0.66
0.043,0.9972,0.55
0.046,0.9902,0.39
0.053,0.9988,0.64
0.046,0.9902,0.39
0.212,0.9958,0.4
0.052,0.9935,0.54
0.053,0.9925,0.45
0.053,0.992,0.55
0.055,0.9986,0.54
0.05,0.9914,0.51
0.041,0.9909,0.72
0.051,0.9943,0.42
0.051,0.994,0.52
0.044,0.9904,0.69
0.036,0.99,0.51
0.034,0.9902,0.38
0.061,0.9925,0.55
0.047,0.9886,0.56
0.034,0.9898,0.4
0.034,0.9898,0.4
0.044,0.9904,0.42
0.051,0.9964,0.5
0.039,0.9908,0.59
0.036,0.9899,0.48
0.049,0.993,0.38
0.049,0.9944,0.36
0.058,0.9956,0.42
0.052,0.9949,0.46
0.048,0.9929,0.51
0.049,0.9944,0.36
0.048,0.9975,0.37
0.049,0.995,0.38
0.058,0.9956,0.42
0.058,0.9946,0.38
0.049,0.993,0.38
0.068,0.9934,0.38
0.047,0.9984,0.45
0.049,0.9984,0.45
0.049,0.9984,0.45
0.056,0.9908,0.33
0.049,0.9963,0.35
0.04,0.98914,0.3
0.047,0.9984,0.45
0.049,0.9984,0.45
0.049,0.9937,0.52
0.032,0.993,0.39
0.026,0.9956,0.35
0.026,0.98963,0.58
0.025,0.98961,0.37
0.037,0.9948,0.54
0.037,0.9948,0.54
0.026,0.98963,0.58
0.021,0.989315,0.31
0.033,0.989435,0.61
0.022,0.9899,0.35
0.047,0.998275,0.6
0.037,0.9948,0.54
0.047,0.9914,0.46
0.048,0.9915,0.47
0.027,0.9924,0.73
0.026,0.98963,0.58
0.025,0.98961,0.37
0.094,0.997,0.44
0.028,0.9914,0.72
0.042,0.997,0.59
0.033,0.9944,0.59
0.04,0.9958,0.54
0.022,0.98889,0.54
0.035,0.989465,0.48
0.028,0.9954,0.42
0.03,0.9947,0.34
0.036,0.9912,0.48
0.039,0.9965,0.55
0.03,0.9948,0.49
0.039,0.9965,0.55
0.055,0.9925,0.44
0.05,0.9936,0.55
0.029,0.9898,0.4
0.027,0.98948,0.38
0.024,0.98823,0.46
0.026,0.9896,0.4
0.03,0.9908,0.56
0.034,0.9906,0.59
0.036,0.9904,0.38
0.05,0.99754,0.49
0.042,0.9898,0.64
0.045,0.998365,0.69
0.047,0.99837,0.66
0.038,0.99125,0.43
0.048,0.9943,1.01
0.05,0.99488,0.49
0.042,0.99034,0.54
0.03,0.99322,0.64
0.029,0.98895,0.36
0.035,0.99457,0.36
0.05,0.99304,0.58
0.029,0.98895,0.36
0.041,0.99331,0.49
0.042,0.99435,0.55
0.036,0.99122,0.46
0.053,0.99544,0.56
0.035,0.989,0.47
0.037,0.99414,0.42
0.069,0.99014,0.59
0.033,0.99551,0.5
0.053,0.99544,0.56
0.027,0.9908,0.39
0.043,0.9927,0.47
0.03,0.99244,0.54
0.044,0.99752,0.43
0.032,0.99114,0.4
0.037,0.99326,0.37
0.036,0.9906,0.59
0.04,0.993,0.58
0.033,0.99479,0.39
0.032,0.98942,0.69
0.032,0.99036,0.4
0.03,0.99201,0.48
0.034,0.99184,0.48
0.041,0.99441,0.49
0.04,0.99442,0.48
0.094,0.99474,0.49
0.032,0.9916,0.47
0.039,0.99198,0.62
0.036,0.98949,0.77
0.032,0.9916,0.47
0.06,0.99556,0.48
0.038,0.99151,0.42
0.047,0.99158,0.52
0.036,0.9902,0.55
0.038,0.99204,0.73
0.032,0.98988,0.52
0.034,0.99344,0.48
0.034,0.99394,0.49
0.041,0.99153,0.5
0.041,0.99153,0.5
0.041,0.98981,0.45
0.041,0.99524,0.53
0.041,0.99221,0.58
0.034,0.99394,0.49
0.043,0.99318,0.64
0.038,0.99366,0.59
0.033,0.99494,0.49
0.048,0.99212,0.57
0.036,0.99018,0.64
0.048,0.99212,0.57
0.049,0.99596,0.54
0.036,0.99018,0.64
0.035,0.99094,0.63
0.03,0.98968,0.43
0.043,0.99392,0.5
0.035,0.99024,0.47
0.034,0.98774,0.32
0.037,0.99094,0.55
0.042,0.99044,0.48
0.117,0.9938,0.57
0.042,0.99432,0.44
0.042,0.99432,0.44
0.033,0.98966,0.58
0.051,0.99309,0.5
0.035,0.98868,0.47
0.048,0.9937,0.59
0.048,0.9937,0.59
0.048,0.9937,0.59
0.048,0.9937,0.59
0.036,0.98975,0.47
0.04,0.98984,0.48
0.027,0.99063,0.63
0.048,0.99168,0.47
0.028,0.99272,0.41
0.036,0.99362,0.58
0.034,0.99365,0.58
0.028,0.99272,0.41
0.057,0.99642,0.44
0.034,0.99365,0.58
0.036,0.99362,0.58
0.049,0.99134,0.44
0.035,0.99732,0.54
0.036,0.99212,0.46
0.036,0.99212,0.46
0.028,0.99161,0.51
0.034,0.9912,0.58
0.04,0.99332,0.62
0.045,0.99636,0.52
0.028,0.99161,0.51
0.035,0.99732,0.54
0.036,0.99212,0.46
0.058,0.99271,0.39
0.025,0.98845,0.33
0.027,0.9899,0.31
0.041,0.99004,0.37
0.036,0.99097,0.44
0.062,0.9966,0.49
0.058,0.99271,0.39
0.035,0.99666,0.36
0.035,0.99666,0.36
0.035,0.99666,0.36
0.035,0.99666,0.36
0.043,0.99954,0.52
0.053,0.99414,0.54
0.035,0.99666,0.36
0.043,0.99954,0.52
0.032,0.99188,0.65
0.03,0.98926,0.96
0.032,0.99188,0.65
0.173,0.99334,0.46
0.041,0.99659,0.56
0.041,0.99659,0.56
0.044,0.9948,0.38
0.044,0.9948,0.38
0.037,0.99074,0.42
0.053,0.9955,0.51
0.053,0.99474,0.37
0.031,0.98966,0.3
0.051,0.99564,0.38
0.034,0.99246,0.57
0.033,0.98984,0.5
0.03,0.99031,0.43
0.051,0.99564,0.38
0.053,0.99474,0.37
0.04,0.99216,0.47
0.031,0.98966,0.3
0.034,0.99512,0.31
0.033,0.9909,0.59
0.074,0.99132,0.4
0.043,0.99378,0.48
0.034,0.99512,0.31
0.044,0.99044,0.56
0.036,0.99521,0.52
0.053,0.99489,0.5
0.05,0.99495,0.46
0.036,0.99521,0.52
0.038,0.9954,0.65
0.035,0.99121,0.74
0.053,0.99489,0.5
0.035,0.99478,0.4
0.05,0.99346,0.47
0.048,0.99331,0.49
0.031,0.99321,0.46
0.031,0.99321,0.46
0.03,0.99218,0.44
0.026,0.9898,0.44
0.042,0.99144,0.54
0.042,0.99143,0.54
0.031,0.99234,0.26
0.029,0.98972,0.66
0.026,0.9898,0.44
0.05,0.99308,0.49
0.034,0.99218,0.46
0.035,0.99215,0.46
0.032,0.99185,0.44
0.043,0.99438,0.57
0.047,0.99314,0.64
0.043,0.99542,0.46
0.029,0.99428,0.49
0.05,0.99943,0.61
0.051,0.99946,0.62
0.032,0.99185,0.44
0.033,0.99472,0.62
0.035,0.9891,0.64
0.032,0.99076,0.77
0.043,0.99632,0.5
0.027,0.99,0.48
0.035,0.98872,0.47
0.035,0.98872,0.47
0.04,0.99102,0.53
0.052,0.99388,0.37
0.052,0.99388,0.37
0.035,0.99602,0.38
0.037,0.99057,0.42
0.031,0.99072,0.58
0.046,0.99224,0.41
0.038,0.98942,0.48
0.055,0.99171,0.5
0.052,0.99352,0.42
0.047,0.99705,0.5
0.047,0.99705,0.5
0.047,0.99705,0.5
0.047,0.99705,0.5
0.057,0.99654,0.51
0.048,0.98953,0.37
0.045,0.99132,0.46
0.076,0.99204,0.47
0.076,0.99185,0.45
0.034,0.98952,0.56
0.031,0.99704,0.4
0.037,0.99032,0.4
0.042,0.99382,0.48
0.043,0.99382,0.48
0.045,0.9974,0.53
0.045,0.9974,0.53
0.045,0.99546,0.59
0.038,0.99088,0.36
0.03,0.98904,0.36
0.03,0.989,0.36
0.045,0.99546,0.59
0.037,0.98758,0.39
0.036,0.9901,0.38
0.045,0.9974,0.53
0.036,0.98981,0.92
0.175,0.9952,0.5
0.174,0.99519,0.49
0.035,0.99142,0.55
0.035,0.99142,0.55
0.043,0.9897,0.5
0.042,0.99684,0.43
0.047,0.99445,0.42
0.039,0.99051,0.45
0.035,0.99142,0.55
0.037,0.98986,0.33
0.038,0.99189,0.53
0.033,0.98934,0.35
0.034,0.99449,0.41
0.051,0.99566,0.62
0.039,0.99252,0.57
0.053,0.9959,0.5
0.053,0.9924,0.62
0.054,0.99482,0.52
0.075,0.99103,0.62
0.027,0.98946,0.43
0.127,0.99212,0.45
0.026,0.99052,0.67
0.041,0.99026,0.94
0.032,0.99516,0.43
0.031,0.99128,0.63
0.021,0.9891,0.95
0.026,0.99052,0.67
0.127,0.99212,0.45
0.043,0.99176,0.45
0.036,0.99162,0.45
0.054,0.99193,0.46
0.042,0.9967,0.47
0.046,0.99462,0.57
0.046,0.99462,0.57
0.036,0.99058,0.76
0.042,0.9967,0.47
0.032,0.99258,0.43
0.062,0.99138,0.35
0.058,0.99271,0.43
0.057,0.9917,0.36
0.031,0.99126,0.58
0.033,0.98986,0.56
0.035,0.99154,0.56
0.096,0.99642,0.49
0.031,0.99154,0.42
0.038,0.99313,0.51
0.038,0.99125,0.4
0.029,0.99318,0.35
0.05,0.99099,0.62
0.043,0.99004,0.36
0.046,0.99093,0.4
0.044,0.98924,0.34
0.136,0.99336,0.6
0.048,0.98944,0.46
0.038,0.99022,0.4
0.048,0.99146,0.56
0.055,0.99488,0.48
0.048,0.99146,0.56
0.055,0.99488,0.48
0.044,0.99176,0.73
0.047,0.99001,0.62
0.041,0.99005,0.59
0.058,0.99755,0.46
0.058,0.99755,0.46
0.043,0.99444,0.42
0.055,0.99502,0.45
0.045,0.99222,0.37
0.046,0.99224,0.38
0.027,0.99067,0.56
0.052,0.99069,0.47
0.036,0.98936,0.5
0.066,0.99266,0.47
0.046,0.98822,0.46
0.048,0.99138,0.55
0.031,0.98854,0.38
0.046,0.99324,0.64
0.032,0.99626,0.51
0.021,0.99188,0.36
0.015,0.9897,0.55
0.032,0.99622,0.6
0.03,0.99044,0.52
0.048,0.99282,0.49
0.035,0.99245,0.41
0.038,0.99132,0.59
0.032,0.99286,0.36
0.035,0.99234,0.35
0.046,0.99494,0.5
0.046,0.99494,0.5
0.03,0.9954,0.5
0.037,0.99184,0.38
0.035,0.98964,0.35
0.048,0.99492,0.5
0.046,0.99494,0.5
0.028,0.99168,1.08
0.023,0.98928,0.79
0.052,0.9933,0.54
0.03,0.9954,0.5
0.036,0.98938,0.44
0.038,0.99074,0.46
0.032,0.99298,0.54
0.039,0.99114,0.5
0.047,0.9949,0.46
0.041,0.99254,0.46
0.022,0.98869,0.38
0.02,0.98941,0.32
