fixed acidity	volatile acidity	citric acid	residual sugar
7.7	0.24	0.3	1.4
7.4	0.25	0.28	7.25
7	0.24	0.35	1
5.8	0.28	0.28	4.2
6.8	0.19	0.71	17.5
6.8	0.19	0.71	17.5
6.8	0.19	0.71	17.5
6.6	0.19	0.35	1.5
6.4	0.28	0.36	1.3
5.6	0.28	0.27	3.9
5.6	0.28	0.28	4.2
6.8	0.19	0.32	7.6
7.2	0.16	0.29	1
6.6	0.17	0.28	1.1
6.6	0.19	0.28	11.8
5.8	0.2	0.24	1.4
6.6	0.39	0.38	9.7
6.8	0.12	0.3	12.9
6.6	0.295	0.24	1.6
6.6	0.26	0.24	7.2
7	0.32	0.27	7.1
7.4	0.36	0.23	1.9
6.7	0.35	0.48	8.8
6.4	0.38	0.24	7.2
6.8	0.14	0.18	1.4
7	0.16	0.25	14.3
7	0.16	0.25	14.3
6.7	0.35	0.48	8.8
6.8	0.14	0.18	1.4
6.8	0.16	0.18	1.8
7	0.16	0.25	14.3
6.4	0.38	0.24	7.2
7.2	0.24	0.3	1.2
7.7	0.32	0.61	11.8
7	0.29	0.33	0.9
7.1	0.27	0.24	12.6
6.8	0.45	0.28	26.05
6.3	0.2	0.26	4.7
7.1	0.27	0.24	12.6
7.2	0.24	0.3	1.2
6.8	0.45	0.28	26.05
6.6	0.36	0.28	6.1
7.7	0.32	0.61	11.8
7	0.29	0.33	0.9
6.4	0.37	0.2	5.6
6.4	0.38	0.2	5.3
6.4	0.36	0.2	5.7
6.6	0.3	0.25	8
6.6	0.3	0.25	8
6.5	0.21	0.51	17.6
6.6	0.3	0.25	8
7.6	0.31	0.27	8.8
5.8	0.58	0	1.5
6.5	0.26	0.39	1.4
8.7	0.3	0.34	4.8
6.4	0.29	0.32	2.4
6.7	0.13	0.32	3.7
6.8	0.19	0.33	4.9
6	0.25	0.4	5.7
6	0.25	0.4	5.7
6.8	0.19	0.33	4.9
6.4	0.24	0.23	2
5.9	0.18	0.28	5.1
7.2	0.33	0.22	4.5
6.4	0.29	0.24	3.2
7.3	0.31	0.25	6.65
7	0.29	0.37	1.6
6.9	0.19	0.6	4
6.3	0.32	0.17	17.75
6.6	0.085	0.33	1.4
6.3	0.32	0.17	17.75
6.8	0.18	0.32	7.2
6.8	0.52	0.26	5.7
7.1	0.28	0.28	8.5
5.7	0.15	0.47	11.4
5.8	0.275	0.3	5.4
5.4	0.53	0.16	2.7
5.8	0.32	0.28	4.3
6.7	0.22	0.39	1.2
6.1	0.6	0.12	1.8
6.5	0.26	0.31	1.3
5	0.29	0.54	5.7
5.4	0.53	0.16	2.7
6.8	0.21	0.26	11.7
5.8	0.32	0.28	4.3
6.5	0.27	0.26	11
5.9	0.37	0.32	1.6
6.2	0.21	0.18	11.6
6.8	0.3	0.29	6.2
7.3	0.41	0.29	1.8
5.4	0.3	0.3	1.2
6.6	0.34	0.2	1
5.6	0.25	0.19	2.4
5.3	0.3	0.3	1.2
6.9	0.58	0.58	8.2
7.2	0.23	0.25	18.8
7.1	0.2	0.27	9.6
6.8	0.15	0.41	12.9
7	0.22	0.26	9.2
6.4	0.16	0.44	1.2
6.8	0.15	0.41	12.9
6.8	0.31	0.3	8
6.8	0.15	0.41	12.9
7.6	0.3	0.37	1.6
6	0.16	0.27	12
7.1	0.21	0.35	2.5
7	0.22	0.26	9.2
5.6	0.21	0.24	4.4
7.4	0.22	0.26	8.8
7.1	0.2	0.27	9.6
6.8	0.31	0.3	8
7.2	0.23	0.25	18.8
6.4	0.15	0.4	1.3
6.4	0.16	0.44	1.2
6.8	0.15	0.41	12.9
6.3	0.22	0.34	1.2
7.6	0.3	0.37	1.6
7	0.3	0.27	1.5
6.6	0.26	0.22	18.15
7.5	0.24	0.31	13.1
7.5	0.24	0.31	13.1
7.5	0.24	0.31	13.1
7.5	0.24	0.31	13.1
6.6	0.15	0.34	1
6.7	0.34	0.43	1.6
7.7	0.35	0.46	11.8
6.7	0.31	0.09	1.4
4.7	0.67	0.09	1
7.5	0.24	0.31	13.1
6.3	0.2	0.18	10.6
6.6	0.28	0.23	10.4
8.5	0.18	0.3	1.1
6.5	0.35	0.38	7.4
6.8	0.22	0.26	1.2
6.3	0.18	0.24	3.4
6.6	0.26	0.22	18.15
6.6	0.3	0.45	8
6.3	0.34	0.27	2.5
7.7	0.3	0.23	2
7.7	0.31	0.23	2
5.7	0.265	0.28	6.9
5.4	0.255	0.33	1.2
6.6	0.26	0.28	9.4
4.8	0.17	0.28	2.9
5.7	0.265	0.28	6.9
6.2	0.2	0.33	5.4
7.5	0.28	0.41	1.3
6.2	0.22	0.2	20.8
7	0.34	0.26	10.3
7.5	0.28	0.41	1.3
6.5	0.19	0.34	1.6
6	0.21	0.29	13.1
6.1	0.22	0.46	1.8
6.5	0.32	0.48	8
7.1	0.21	0.72	1.6
5.6	0.26	0.18	1.4
7	0.15	0.28	14.7
7	0.15	0.28	14.7
7	0.15	0.28	14.7
7	0.15	0.28	14.7
7	0.15	0.28	14.7
7	0.15	0.28	14.7
7	0.15	0.28	14.7
7.4	0.27	0.28	1.8
6.8	0.22	0.3	10.6
6.2	0.24	0.25	12.5
6.3	0.28	0.29	6.8
7	0.15	0.28	14.7
5.5	0.17	0.23	2.9
6.5	0.26	0.34	1.4
6.6	0.27	0.33	1.4
5.4	0.46	0.15	2.1
7.8	0.19	0.32	7.4
5.5	0.17	0.23	2.9
6.5	0.26	0.34	1.4
6.6	0.27	0.33	1.4
7.8	0.19	0.32	7.4
7.8	0.2	0.32	5
6.1	0.17	0.28	2.5
7.4	0.2	0.35	6.1
6.7	0.39	0.24	2.7
5.4	0.46	0.15	2.1
6.9	0.4	0.17	12.9
6.9	0.4	0.17	12.9
6.9	0.4	0.17	12.9
6.3	0.24	0.29	13.7
6.9	0.4	0.17	12.9
7.4	0.27	0.31	2.4
6.1	0.27	0.28	9.8
6.3	0.24	0.29	13.7
5	0.61	0.12	1.3
6.7	0.42	0.39	12.1
6.5	0.33	0.28	6.1
6.9	0.33	0.31	7.7
6.5	0.33	0.28	6.1
6.3	0.15	0.3	1.4
6.5	0.32	0.45	7.7
6.7	0.42	0.39	12.1
7.4	0.25	0.29	6.8
7.6	0.27	0.3	9.2
6.4	0.27	0.45	8.3
6.5	0.25	0.27	17.4
5.6	0.19	0.31	2.7
7.4	0.29	0.48	12.8
6.4	0.34	0.44	8.2
6.6	0.27	0.52	8.1
6.6	0.26	0.52	8.2
6.4	0.27	0.45	8.3
6.5	0.26	0.5	8
6.8	0.25	0.3	11.8
6.3	0.32	0.26	12
5.5	0.24	0.45	1.7
6.5	0.25	0.27	17.4
6.6	0.13	0.29	13.9
7	0.39	0.21	10.7
7.9	0.21	0.39	2
7	0.3	0.28	2.2
8.1	0.2	0.3	1.3
8.3	0.18	0.3	1.1
7.9	0.21	0.39	2
7.2	0.17	0.34	6.4
8.1	0.2	0.3	1.3
8.3	0.18	0.3	1.1
7	0.39	0.21	10.7
6.8	0.21	0.62	6.4
6.9	0.21	0.62	6.3
7.2	0.17	0.34	6.4
6.8	0.26	0.34	15.1
7.2	0.28	0.38	2
7.9	0.21	0.39	2
7	0.3	0.28	2.2
7.4	0.34	0.28	12.1
6.3	0.43	0.32	8.8
6.8	0.41	0.3	8.8
6.3	0.4	0.24	5.1
5.1	0.35	0.26	6.8
5.1	0.35	0.26	6.8
6.3	0.3	0.2	3.7
6.9	0.28	0.28	12.2
7	0.33	0.28	5.7
6.7	0.26	0.49	8.1
7.3	0.24	0.3	2.5
6.7	0.46	0.21	4
5.1	0.35	0.26	6.8
5.1	0.23	0.18	1
6.3	0.4	0.24	5.1
7.1	0.44	0.23	5.8
4.8	0.26	0.23	10.6
6.8	0.31	0.19	3.5
6.8	0.31	0.19	3.5
7	0.15	0.29	16.4
6.5	0.41	0.22	4.8
6.2	0.31	0.23	3.3
8	0.27	0.33	1.2
8	0.27	0.33	1.2
6.5	0.41	0.22	4.8
6.2	0.31	0.23	3.3
6.7	0.37	0.25	2.5
6.6	0.21	0.5	8.7
7.5	0.26	0.31	1.6
7.5	0.34	0.28	4
6.7	0.37	0.25	2.5
6.4	0.32	0.23	16.2
6.7	0.24	0.32	9
6.4	0.32	0.23	16.2
7.1	0.39	0.79	1.4
8.2	0.31	0.43	7
6.7	0.24	0.32	9
5.9	0.17	0.29	3.1
5.9	0.2	0.23	1.5
6.6	0.32	0.26	4.6
5.9	0.12	0.27	4.8
5.9	0.18	0.29	4.6
5.9	0.2	0.23	1.5
5.4	0.17	0.27	2.7
6.1	0.21	0.3	6.3
7.3	0.25	0.26	7.2
7.3	0.25	0.26	7.2
6.2	0.22	0.3	12.4
6.5	0.27	0.19	6.6
6.5	0.27	0.19	6.6
6.6	0.39	0.22	4
6	0.31	0.38	4.8
8.4	0.23	0.32	1.3
7.3	0.25	0.26	7.2
6	0.22	0.25	11.1
6.2	0.22	0.3	12.4
6.1	0.23	0.27	9.8
6.5	0.27	0.19	6.6
7.3	0.36	0.54	13.3
7.6	0.37	0.51	11.7
6.7	0.26	0.51	8
7.4	0.22	0.27	1.6
6.1	0.22	0.28	16.55
7.1	0.28	0.31	1.5
6.5	0.35	0.31	10.2
6.8	0.73	0.2	6.6
6	0.28	0.24	17.8
6	0.28	0.24	17.8
7.1	0.2	0.37	1.5
6.8	0.33	0.31	7.4
6	0.28	0.24	17.8
7.2	0.24	0.36	2
6.8	0.33	0.31	7.4
7.2	0.24	0.36	2
6	0.28	0.24	17.8
6.2	0.27	0.26	12.1
6.4	0.38	0.26	8.2
7.1	0.2	0.37	1.5
6	0.21	0.3	8.7
7	0.34	0.1	3.5
5.9	0.435	0.16	6.4
7	0.25	0.33	2.1
6.7	0.26	0.29	7.7
7	0.24	0.3	12.3
8.5	0.23	0.34	1.3
6	0.21	0.3	8.7
7	0.34	0.1	3.5
4.8	0.65	0.12	1.1
6.1	0.22	0.38	2.8
5.8	0.27	0.26	3.5
5	0.455	0.18	1.9
6.5	0.33	0.3	3.8
6.5	0.33	0.3	3.8
6.7	0.31	0.3	2.4
6.2	0.39	0.24	4.8
6.2	0.39	0.24	4.8
7.1	0.37	0.3	6.2
7.2	0.23	0.82	1.3
6.5	0.33	0.3	3.8
7.2	0.25	0.32	1.5
6.2	0.39	0.24	4.8
4.7	0.455	0.18	1.9
7.1	0.37	0.3	6.2
6.2	0.28	0.51	7.9
6.4	0.35	0.28	1.6
6.6	0.31	0.28	1.4
7.4	0.25	0.37	2.6
7.3	0.36	0.34	14.8
6.7	0.31	0.3	2.4
8.6	0.31	0.3	0.9
8.6	0.31	0.3	0.9
8.6	0.22	0.33	1.2
6.9	0.14	0.29	9.9
6.5	0.22	0.31	3.9
6.6	0.32	0.47	15.6
6.6	0.32	0.47	15.6
6.1	0.28	0.26	1.5
6.2	0.3	0.28	1.6
6.9	0.22	0.28	7.8
8.7	0.31	0.21	5.6
7.3	0.27	0.3	1.3
7	0.46	0.2	16.7
5.7	0.23	0.25	7.95
6.5	0.36	0.36	6.7
8.2	0.18	0.38	1.1
6.2	0.27	0.32	6.3
6.9	0.4	0.37	8.9
4.9	0.345	0.34	1
7.2	0.23	0.39	1.5
6.4	0.2	0.15	6.6
6.1	0.27	0.32	6.2
6.2	0.27	0.32	6.3
6	0.3	0.33	2.1
6.1	0.3	0.32	2.2
5.7	0.14	0.3	5.4
6.9	0.4	0.37	8.9
4.9	0.345	0.34	1
6.3	0.33	0.2	17.9
7	0.16	0.3	2.6
8.4	0.22	0.3	1.3
6.3	0.33	0.2	17.9
7	0.16	0.3	2.6
5.4	0.24	0.18	2.3
7.7	0.31	0.36	4.3
5.6	0.185	0.19	7.1
5.6	0.185	0.19	7.1
6.6	0.43	0.24	11.9
7.6	0.39	0.46	11.7
7.2	0.58	0.27	5.8
6	0.34	0.32	3.8
7.5	0.35	0.48	12.4
7.3	0.38	0.23	6.5
5.4	0.185	0.19	7.1
6.3	0.27	0.51	7.6
6.5	0.29	0.52	7.9
6.4	0.17	0.3	2.8
6.7	0.18	0.31	10.6
6.4	0.17	0.3	2.8
6.8	0.37	0.67	1.5
6.3	0.27	0.51	7.6
6.5	0.29	0.52	7.9
6.1	0.24	0.26	1.7
7	0.32	0.29	7.6
6.9	0.27	0.25	7.5
6.5	0.29	0.53	1.7
6.5	0.29	0.52	1.7
6.1	0.22	0.25	12.1
6.3	0.22	0.27	4.5
6.1	0.24	0.26	1.7
5.6	0.23	0.25	8
7	0.32	0.29	7.6
6.8	0.11	0.27	8.6
6.8	0.11	0.27	8.6
7.3	0.23	0.41	14.6
6.1	0.2	0.17	1.6
6.8	0.11	0.27	8.6
7.3	0.23	0.41	14.6
6.9	0.2	0.41	1.1
6.7	0.19	0.32	3.7
6.7	0.28	0.34	8.9
6.7	0.28	0.34	8.9
8	0.37	0.31	4.7
6.7	0.28	0.34	8.9
6	0.26	0.29	3.1
6.4	0.24	0.49	5.8
6.4	0.24	0.49	5.8
6.4	0.24	0.49	5.8
6.4	0.25	0.57	1
6.1	0.25	0.48	15.8
6.8	0.14	0.35	1.5
6.5	0.38	0.26	5.2
6.8	0.14	0.35	1.5
5.4	0.15	0.32	2.5
6.4	0.25	0.57	1
6.1	0.25	0.48	15.8
6.8	0.22	0.32	5.9
7.2	0.21	0.29	3.1
6	0.26	0.29	3.1
6.4	0.24	0.49	5.8
6.5	0.46	0.24	11.5
6.5	0.18	0.48	18
6.2	0.32	0.12	4.8
7.2	0.4	0.24	8.5
5.9	0.23	0.24	1.6
6.4	0.18	0.48	18
6.2	0.32	0.12	4.8
6.4	0.37	0.12	5.9
7	0.23	0.42	1.1
7.2	0.4	0.24	8.5
7.6	0.19	0.37	13.1
6	0.28	0.27	4.1
6.2	0.32	0.45	2.9
7.6	0.19	0.37	13.1
6.4	0.26	0.26	1.1
5.9	0.25	0.27	1.5
6.1	0.28	0.3	7.75
6.9	0.19	0.38	1.15
6.4	0.29	0.57	1
6.8	0.27	0.22	17.8
7.5	0.26	0.38	5.7
6.8	0.27	0.22	17.8
6.4	0.2	0.22	7.4
7.3	0.33	0.22	1.4
7.3	0.34	0.22	1.4
6.4	0.29	0.57	1
6.1	1.1	0.16	4.4
6.3	0.24	0.29	1.6
6.2	0.24	0.22	7.9
7.4	0.16	0.27	15.5
7.4	0.16	0.27	15.5
7.4	0.16	0.27	15.5
7.4	0.16	0.27	15.5
7.2	0.17	0.28	17.55
6.9	0.19	0.35	13.5
6.9	0.19	0.35	13.5
6.8	0.16	0.36	1.3
7.4	0.16	0.27	15.5
6.8	0.3	0.27	11.6
6.2	0.24	0.22	7.9
7.4	0.16	0.27	15.5
7.2	0.17	0.28	17.55
6.8	0.3	0.27	11.6
6.5	0.43	0.18	13.15
6.6	0.17	0.36	1.9
6.9	0.19	0.35	13.5
6.8	0.16	0.36	1.3
6.4	0.41	0.01	6.1
6.4	0.41	0.01	6.1
7.4	0.36	0.32	1.9
6.1	0.17	0.21	1.9
5.5	0.28	0.21	1.6
6.6	0.5	0.26	11.3
7.1	0.44	0.27	8.4
6.9	0.38	0.28	8.3
7.1	0.44	0.27	8.4
6.2	0.24	0.28	12.2
6.1	0.28	0.27	8
7.6	0.26	0.32	1.3
7.5	0.16	0.38	12.7
6.5	0.36	0.16	1.3
6.6	0.35	0.19	10.5
5.7	0.25	0.26	12.5
7.4	0.37	0.26	9.6
5.7	0.25	0.21	1.5
5.8	0.23	0.21	1.5
5.4	0.265	0.28	7.8
5.7	0.25	0.27	10.8
5.7	0.25	0.26	12.5
5.9	0.23	0.28	8.6
6.2	0.3	0.32	1.2
6.5	0.33	0.24	14.5
7.4	0.26	0.29	3.7
7	0.2	0.4	1.1
6.5	0.21	0.42	1.1
7.3	0.25	0.27	3.8
6.8	0.27	0.24	4.6
6.7	0.24	0.3	10.2
6.4	0.14	0.28	7.9
6.4	0.5	0.2	2.4
6.6	0.41	0.27	10.7
6.4	0.25	0.28	4.9
6.6	0.41	0.27	10.7
8	0.25	0.35	1.1
6.4	0.14	0.28	7.9
6.6	0.21	0.34	5.6
6.4	0.5	0.2	2.4
6.3	0.29	0.23	14.2
6.9	0.37	0.23	9.5
6.9	0.37	0.23	9.5
5.7	0.31	0.28	4.1
6.9	0.45	0.27	4.7
6.9	0.3	0.45	1.4
5.3	0.23	0.56	0.9
6.8	0.3	0.26	20.3
6.7	0.28	0.42	3.5
5	0.255	0.22	2.7
7.6	0.4	0.27	1.2
5.5	0.21	0.25	1.2
6	0.2	0.25	2
6.1	0.17	0.29	1.1
7.5	0.21	0.29	1.5
7.3	0.26	0.32	1.2
6.2	0.35	0.2	18.1
6.2	0.35	0.2	18.1
6.5	0.43	0.31	3.6
6.5	0.4	0.31	3.5
7.4	0.28	0.5	12.1
6.3	0.23	0.22	17.45
6.2	0.34	0.25	12.1
6.6	0.44	0.32	3
6	0.13	0.36	1.6
6.3	0.17	0.23	5.7
6.3	0.18	0.22	5.6
6.7	0.31	0.34	6.8
6.6	0.33	0.32	15.6
6.3	0.34	0.31	6
6.8	0.29	0.32	1.8
7.4	0.31	0.26	8.6
7.4	0.31	0.26	8.6
5.7	0.25	0.27	11.5
6.8	0.27	0.28	7.8
5.9	0.26	0.24	2.4
5.9	0.65	0.23	5
7.4	0.31	0.26	8.6
6.6	0.23	0.32	1.5
6.8	0.18	0.35	5.4
6.8	0.28	0.29	11.9
6.8	0.28	0.29	11.9
5.9	0.27	0.27	9
6.1	0.25	0.28	10
6.8	0.28	0.29	11.9
6.8	0.26	0.29	11.9
7.1	0.13	0.29	15.5
6.8	0.18	0.35	5.4
6.2	0.2	0.25	15
5.8	0.24	0.28	1.4
7.6	0.48	0.31	9.4
7.4	0.26	0.32	3.7
6.2	0.2	0.25	15
6.1	0.3	0.47	1.4
6.2	0.32	0.5	6.5
6.1	0.3	0.47	1.4
6.3	0.34	0.52	6.3
7.4	0.16	0.3	13.7
7.4	0.16	0.3	13.7
7.4	0.16	0.3	13.7
7.4	0.16	0.3	13.7
7.4	0.16	0.3	13.7
7.4	0.16	0.3	13.7
7.2	0.26	0.38	1.5
7	0.31	0.35	1.6
6.6	0.22	0.35	1.4
5.8	0.23	0.31	3.5
6.3	0.17	0.32	1
6	0.19	0.26	1.4
6.7	0.21	0.34	1.5
7.4	0.16	0.3	13.7
6.6	0.22	0.37	1.6
6.8	0.34	0.27	5.2
7.1	0.34	0.86	1.4
6.3	0.24	0.22	11.9
6.9	0.35	0.39	2.4
6.8	0.24	0.33	3.2
6.4	0.25	0.33	1.7
5.8	0.19	0.33	4.2
6.9	0.24	0.4	15.4
6.5	0.31	0.61	13
6.6	0.25	0.32	5.6
7.5	0.38	0.56	9.7
6.2	0.3	0.3	2.5
6.4	0.33	0.28	4
6.9	0.24	0.4	15.4
7.6	0.27	0.32	1.2
5.9	0.24	0.34	2
5.3	0.33	0.3	1.2
6.4	0.21	0.21	5.1
7	0.22	0.3	1.4
7.8	0.27	0.35	1.2
6.7	0.2	0.24	6.5
8.1	0.27	0.33	1.3
6.7	0.2	0.24	6.5
7.1	0.45	0.24	2.7
5.8	0.22	0.29	1.3
6.3	0.3	0.48	7.4
7.9	0.36	0.53	12.9
8.1	0.27	0.33	1.3
8	0.24	0.33	1.2
6.7	0.41	0.27	2.6
6.7	0.24	0.31	2.3
6.2	0.3	0.32	1.3
6.9	0.26	0.38	10.5
6.7	0.41	0.27	2.6
5.9	0.32	0.2	14.4
6.1	0.25	0.3	1.2
5.6	0.23	0.29	3.1
6.6	0.23	0.32	1.7
6	0.17	0.21	6
7.1	0.38	0.42	11.8
6.6	0.31	0.37	6.2
6.5	0.38	0.53	1.4
7	0.44	0.24	12.1
7	0.44	0.24	12.1
7	0.44	0.24	12.1
6.1	0.38	0.14	3.9
8	0.33	0.32	4.6
7	0.44	0.24	12.1
6	0.19	0.29	1.2
6.3	0.28	0.34	8.1
6.1	0.38	0.14	3.9
5.3	0.43	0.11	1.1
5.4	0.22	0.35	6.5
6.2	0.345	0.27	10.1
5.6	0.255	0.57	10.7
5.2	0.2	0.27	3.2
6.2	0.29	0.23	12.4
6.3	0.26	0.25	5.2
6	0.22	0.23	5
7.5	0.35	0.37	2.5
6.6	0.39	0.28	9.2
6.3	0.23	0.33	6.9
6.3	0.22	0.3	2
6.4	0.29	0.18	15
6.4	0.29	0.18	15
7.5	0.23	0.3	1.2
6.4	0.29	0.18	15
5.7	0.28	0.36	1.8
6.5	0.26	0.24	10.8
6.4	0.27	0.29	3.9
5.9	0.22	0.29	4.2
6.8	0.26	0.26	2
7.6	0.36	0.48	13.5
7.6	0.35	0.47	13.3
5.7	0.18	0.26	2.2
6.6	0.36	0.47	1.4
5.9	0.14	0.2	1.6
5.5	0.23	0.19	2.2
6.7	0.11	0.26	14.8
7	0.24	0.24	1.8
6.7	0.11	0.26	14.8
5.3	0.47	0.1	1.3
7.5	0.29	0.24	9.9
6	0.33	0.26	5.1
6	0.33	0.26	5.1
5.8	0.32	0.23	1.5
5.8	0.3	0.23	1.5
3.8	0.31	0.02	11.1
6.2	0.36	0.22	5.25
6	0.31	0.27	2.3
6.9	0.52	0.54	7.9
7	0.55	0.05	8
5.8	0.2	0.16	1.4
6.2	0.36	0.22	5.25
6	0.31	0.27	2.3
6	0.29	0.27	2.3
5.7	0.22	0.29	3.5
7.1	0.46	0.23	13.7
6.6	0.21	0.3	9.9
6.9	0.42	0.2	15.4
5.7	0.22	0.2	16
5.7	0.22	0.2	16
5.7	0.22	0.2	16
5.7	0.22	0.2	16
5.2	0.31	0.2	2.4
7.2	0.22	0.35	5.5
5.6	0.18	0.29	2.3
6.2	0.24	0.27	16.8
5.7	0.22	0.2	16
5.7	0.26	0.24	17.8
5.7	0.26	0.24	17.8
6	0.2	0.26	6.8
6	0.2	0.26	6.8
6	0.2	0.26	6.8
6	0.2	0.26	6.8
7.6	0.28	0.17	1.6
7	0.2	0.33	4.7
6.6	0.26	0.27	11.8
5.7	0.26	0.24	17.8
7.2	0.21	0.36	15.7
6.9	0.22	0.32	5.8
7.2	0.21	0.36	15.7
7.4	0.22	0.28	9
7.2	0.21	0.36	15.7
6.9	0.22	0.32	5.8
7	0.2	0.35	8.8
5.6	0.26	0	10.2
6.3	0.28	0.3	6.6
6.4	0.29	0.3	6.5
7.2	0.34	0.23	8.9
7.1	0.39	0.39	11.1
6.9	0.26	0.29	4.2
6.1	0.24	0.25	1.6
5.9	0.25	0.24	7.4
6.1	0.24	0.27	11.5
6.5	0.22	0.27	1.6
6.2	0.26	0.29	2
6.6	0.34	0.25	4.8
5.6	0.225	0.24	9.8
7.1	0.23	0.28	1.9
6.9	0.26	0.29	4.2
6.4	0.27	0.3	1.6
6.3	0.41	0.22	7.3
6.7	0.41	0.24	5.4
7.2	0.585	0.2	10.4
6.7	0.34	0.26	1.9
6.3	0.41	0.22	7.3
6.7	0.41	0.24	5.4
6.4	0.26	0.35	7.7
6.3	0.28	0.22	11.5
7.4	0.16	0.33	1.2
8.4	0.27	0.3	2.2
5.9	0.2	0.28	1
6.4	0.24	0.26	8.2
7.4	0.38	0.34	8.3
6.4	0.24	0.26	8.2
6.4	0.42	0.19	9.3
6.4	0.23	0.26	8.1
6.4	0.24	0.26	8.2
7.4	0.38	0.34	8.3
7.3	0.19	0.27	13.9
7.3	0.19	0.27	13.9
7.3	0.19	0.27	13.9
7.3	0.19	0.27	13.9
7.3	0.19	0.27	13.9
7.3	0.19	0.27	13.9
7.3	0.19	0.27	13.9
6.8	0.24	0.29	2
7.3	0.19	0.27	13.9
7.4	0.27	0.52	15.7
5.7	0.28	0.35	1.2
5.8	0.22	0.25	1.5
6.7	0.27	0.69	1.2
7.1	0.2	0.35	3.2
6.7	0.27	0.69	1.2
7.1	0.23	0.3	2.6
7.6	0.31	0.52	13.2
7.2	0.34	0.28	10.4
7	0.36	0.25	5.7
6.4	0.31	0.28	2.5
7.3	0.28	0.35	1.6
7.4	0.16	0.3	1.4
6.4	0.31	0.27	7.4
6.4	0.31	0.28	2.5
6.2	0.29	0.29	5.6
5.9	0.28	0.34	3.6
6.5	0.23	0.2	7.5
7.2	0.34	0.2	5.8
7.3	0.28	0.35	1.6
6.5	0.2	0.33	1.5
6.2	0.24	0.27	2.9
7.1	0.31	0.25	11.2
6.4	0.29	0.21	9.65
6.3	0.19	0.33	10.1
5.9	0.29	0.28	3.2
7.1	0.31	0.25	11.2
6.5	0.3	0.28	11.45
6.4	0.29	0.21	9.65
6.5	0.22	0.19	4.5
7	0.23	0.28	2.7
7.1	0.23	0.23	3.5
6.1	0.26	0.28	1.7
6.4	0.35	0.21	2.1
6	0.32	0.32	4.8
6.1	0.34	0.21	5
6.5	0.13	0.27	2.6
6.5	0.315	0.2	6.6
6.1	0.34	0.21	5
5.7	0.31	0.29	7.3
6.4	0.3	0.27	5
7	0.24	0.26	1.7
6.5	0.13	0.27	2.6
6.4	0.26	0.21	8.2
6.4	0.26	0.21	8.2
6	0.27	0.31	5
7.1	0.21	0.33	1.2
6.7	0.26	0.29	7.1
6.3	0.28	0.22	9.5
6.2	0.25	0.44	15.8
7.3	0.22	0.37	15.5
6.2	0.25	0.44	15.8
6.4	0.18	0.28	17.05
6.3	0.2	0.26	12.7
6.6	0.24	0.22	12.3
7.4	0.27	0.26	11.8
7.4	0.27	0.26	11.8
7.4	0.27	0.26	11.8
6.6	0.24	0.22	12.3
7.4	0.27	0.26	11.8
7.1	0.38	0.29	13.6
6.8	0.43	0.26	5.2
5.2	0.22	0.46	6.2
5.9	0.29	0.16	7.9
5.9	0.29	0.16	7.9
6.3	0.29	0.29	3.3
6.3	0.19	0.32	2.8
5.7	0.29	0.16	7.9
6.3	0.29	0.29	3.3
5.7	0.24	0.47	6.3
5.8	0.3	0.38	4.9
7.1	0.27	0.27	10.4
5.8	0.3	0.38	4.9
7.1	0.27	0.27	10.4
6.3	0.305	0.22	16
5.7	0.24	0.47	6.3
6.2	0.22	0.28	2.2
6.6	0.22	0.23	17.3
6.6	0.22	0.23	17.3
6.6	0.22	0.23	17.3
6.6	0.22	0.23	17.3
6.2	0.22	0.28	2.2
6.2	0.22	0.28	2.2
6.6	0.22	0.23	17.3
6.1	0.22	0.5	6.6
6.2	0.21	0.52	6.5
6.3	0.32	0.26	12.3
6.9	0.44	0.27	5
6.1	0.31	0.34	2.8
8.1	0.36	0.59	13.6
6.6	0.38	0.28	2.8
6.7	0.24	0.26	5.4
6.9	0.56	0.26	10.9
7.2	0.24	0.24	1.7
6.5	0.29	0.3	9.15
6.7	0.28	0.28	4.5
6.5	0.29	0.3	9.15
6.1	0.21	0.19	1.4
7.2	0.47	0.16	5.9
6.7	0.34	0.31	16.4
6.6	0.27	0.25	1.2
6.7	0.34	0.31	16.4
7.2	0.47	0.16	5.9
5	0.35	0.25	7.8
5	0.35	0.25	7.8
4.4	0.46	0.1	2.8
6.6	0.38	0.29	2.9
7.3	0.3	0.25	2.5
6.4	0.28	0.22	12.8
6.9	0.29	0.25	12.2
6.3	0.3	0.19	7.7
6.3	0.39	0.22	2.8
6.6	0.38	0.29	2.9
6.6	0.18	0.26	17.3
6	0.28	0.29	19.3
6	0.28	0.29	19.3
6	0.28	0.29	19.3
6.6	0.35	0.26	2.7
5.9	0.22	0.18	6.4
6.6	0.18	0.26	17.3
7.7	0.28	0.24	2.4
7.1	0.42	0.2	2.8
6.7	0.32	0.32	1.7
6.6	0.26	0.56	15.4
6.6	0.26	0.56	15.4
6.2	0.32	0.24	4.1
6.3	0.25	0.27	6.6
6.2	0.21	0.24	1.2
6.4	0.23	0.27	2.1
4.7	0.145	0.29	1
6.2	0.2	0.28	1.1
7	0.28	0.28	1.4
7.1	0.36	0.2	1.6
5.7	0.25	0.22	9.8
5.7	0.22	0.33	1.9
6	0.2	0.38	1.3
6.4	0.32	0.26	7.9
6.4	0.32	0.26	7.9
